id,sprite,name,types
196,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,Espeon,"[""Psychic""]"
197,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,Umbreon,"[""Dark""]"
198,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,Murkrow,"[""Dark"",""Flying""]"
199,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,Slowking,"[""Water"",""Psychic""]"
199,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,Slowking Galarian Slowking,"[""Poison"",""Psychic""]"
200,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,Misdreavus,"[""Ghost""]"
201,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,Unown,"[""Psychic""]"
202,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,Wobbuffet,"[""Psychic""]"
203,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,Girafarig,"[""Normal"",""Psychic""]"
204,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,Pineco,"[""Bug""]"
205,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,Forretress,"[""Bug"",""Steel""]"
206,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,Dunsparce,"[""Normal""]"
207,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,Gligar,"[""Ground"",""Flying""]"
208,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,Steelix,"[""Steel"",""Ground""]"
208,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,Steelix Mega Steelix,"[""Steel"",""Ground""]"
209,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,Snubbull,"[""Fairy""]"
210,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,Granbull,"[""Fairy""]"
211,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,Qwilfish,"[""Water"",""Poison""]"
211,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png,Qwilfish Hisuian Qwilfish,"[""Dark"",""Poison""]"
212,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,Scizor,"[""Bug"",""Steel""]"
212,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,Scizor Mega Scizor,"[""Bug"",""Steel""]"
213,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,Shuckle,"[""Bug"",""Rock""]"
214,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,Heracross,"[""Bug"",""Fighting""]"
214,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,Heracross Mega Heracross,"[""Bug"",""Fighting""]"
215,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,Sneasel,"[""Dark"",""Ice""]"
215,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png,Sneasel Hisuian Sneasel,"[""Fighting"",""Poison""]"
216,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,Teddiursa,"[""Normal""]"
217,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,Ursaring,"[""Normal""]"
218,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,Slugma,"[""Fire""]"
219,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,Magcargo,"[""Fire"",""Rock""]"
220,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,Swinub,"[""Ice"",""Ground""]"
221,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,Piloswine,"[""Ice"",""Ground""]"
222,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,Corsola,"[""Water"",""Rock""]"
222,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,Corsola Galarian Corsola,"[""Ghost""]"
223,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,Remoraid,"[""Water""]"
224,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,Octillery,"[""Water""]"
225,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,Delibird,"[""Ice"",""Flying""]"
226,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,Mantine,"[""Water"",""Flying""]"
227,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,Skarmory,"[""Steel"",""Flying""]"
228,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,Houndour,"[""Dark"",""Fire""]"
229,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,Houndoom,"[""Dark"",""Fire""]"
229,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,Houndoom Mega Houndoom,"[""Dark"",""Fire""]"
230,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,Kingdra,"[""Water"",""Dragon""]"
231,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,Phanpy,"[""Ground""]"
232,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,Donphan,"[""Ground""]"
233,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,Porygon2,"[""Normal""]"
234,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,Stantler,"[""Normal""]"
235,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,Smeargle,"[""Normal""]"
236,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,Tyrogue,"[""Fighting""]"
237,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,Hitmontop,"[""Fighting""]"
238,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,Smoochum,"[""Ice"",""Psychic""]"
239,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,Elekid,"[""Electric""]"
240,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,Magby,"[""Fire""]"
241,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,Miltank,"[""Normal""]"
242,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,Blissey,"[""Normal""]"
243,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,Raikou,"[""Electric""]"
244,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,Entei,"[""Fire""]"
245,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,Suicune,"[""Water""]"
246,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Larvitar,"[""Rock"",""Ground""]"
247,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Pupitar,"[""Rock"",""Ground""]"
248,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,Tyranitar,"[""Rock"",""Dark""]"
248,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,Tyranitar Mega Tyranitar,"[""Rock"",""Dark""]"
249,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,Lugia,"[""Psychic"",""Flying""]"
250,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,Ho-oh,"[""Fire"",""Flying""]"
251,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,Celebi,"[""Psychic"",""Grass""]"
252,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,Treecko,"[""Grass""]"
253,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,Grovyle,"[""Grass""]"
254,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,Sceptile,"[""Grass""]"
254,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Sceptile Mega Sceptile,"[""Grass"",""Dragon""]"
255,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Torchic,"[""Fire""]"
256,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Combusken,"[""Fire"",""Fighting""]"
257,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,Blaziken,"[""Fire"",""Fighting""]"
257,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Blaziken Mega Blaziken,"[""Fire"",""Fighting""]"
258,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Mudkip,"[""Water""]"
259,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Marshtomp,"[""Water"",""Ground""]"
260,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,Swampert,"[""Water"",""Ground""]"
260,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Swampert Mega Swampert,"[""Water"",""Ground""]"
261,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,Poochyena,"[""Dark""]"
262,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,Mightyena,"[""Dark""]"
263,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,Zigzagoon,"[""Normal""]"
263,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Zigzagoon Galarian Zigzagoon,"[""Dark"",""Normal""]"
264,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Linoone,"[""Normal""]"
264,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Linoone Galarian Linoone,"[""Dark"",""Normal""]"
265,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,Wurmple,"[""Bug""]"
266,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,Silcoon,"[""Bug""]"
267,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,Beautifly,"[""Bug"",""Flying""]"
268,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,Cascoon,"[""Bug""]"
269,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,Dustox,"[""Bug"",""Poison""]"
270,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,Lotad,"[""Water"",""Grass""]"
271,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,Lombre,"[""Water"",""Grass""]"
272,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,Ludicolo,"[""Water"",""Grass""]"
273,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,Seedot,"[""Grass""]"
274,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,Nuzleaf,"[""Grass"",""Dark""]"
275,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,Shiftry,"[""Grass"",""Dark""]"
276,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,Taillow,"[""Normal"",""Flying""]"
277,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,Swellow,"[""Normal"",""Flying""]"
278,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,Wingull,"[""Water"",""Flying""]"
279,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,Pelipper,"[""Water"",""Flying""]"
280,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,Ralts,"[""Psychic"",""Fairy""]"
281,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,Kirlia,"[""Psychic"",""Fairy""]"
282,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,Gardevoir,"[""Psychic"",""Fairy""]"
282,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Gardevoir Mega Gardevoir,"[""Psychic"",""Fairy""]"
283,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,Surskit,"[""Bug"",""Water""]"
284,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,Masquerain,"[""Bug"",""Flying""]"
285,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,Shroomish,"[""Grass""]"
286,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,Breloom,"[""Grass"",""Fighting""]"
287,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,Slakoth,"[""Normal""]"
288,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,Vigoroth,"[""Normal""]"
289,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,Slaking,"[""Normal""]"
290,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,Nincada,"[""Bug"",""Ground""]"
291,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,Ninjask,"[""Bug"",""Flying""]"
292,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,Shedinja,"[""Bug"",""Ghost""]"
293,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,Whismur,"[""Normal""]"
294,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,Loudred,"[""Normal""]"
295,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,Exploud,"[""Normal""]"
296,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,Makuhita,"[""Fighting""]"
297,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,Hariyama,"[""Fighting""]"
298,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,Azurill,"[""Normal"",""Fairy""]"
299,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,Nosepass,"[""Rock""]"
300,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,Skitty,"[""Normal""]"
301,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,Delcatty,"[""Normal""]"
302,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,Sableye,"[""Dark"",""Ghost""]"
302,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Sableye Mega Sableye,"[""Dark"",""Ghost""]"
303,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Mawile,"[""Steel"",""Fairy""]"
303,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Mawile Mega Mawile,"[""Steel"",""Fairy""]"
304,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Aron,"[""Steel"",""Rock""]"
305,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Lairon,"[""Steel"",""Rock""]"
306,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Aggron,"[""Steel"",""Rock""]"
306,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Aggron Mega Aggron,"[""Steel""]"
307,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,Meditite,"[""Fighting"",""Psychic""]"
308,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,Medicham,"[""Fighting"",""Psychic""]"
308,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Medicham Mega Medicham,"[""Fighting"",""Psychic""]"
309,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Electrike,"[""Electric""]"
310,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,Manectric,"[""Electric""]"
310,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Manectric Mega Manectric,"[""Electric""]"
311,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,Plusle,"[""Electric""]"
312,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,Minun,"[""Electric""]"
313,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,Volbeat,"[""Bug""]"
314,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,Illumise,"[""Bug""]"
315,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Roselia,"[""Grass"",""Poison""]"
316,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,Gulpin,"[""Poison""]"
317,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,Swalot,"[""Poison""]"
318,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Carvanha,"[""Water"",""Dark""]"
319,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Sharpedo,"[""Water"",""Dark""]"
319,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Sharpedo Mega Sharpedo,"[""Water"",""Dark""]"
320,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Wailmer,"[""Water""]"
321,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Wailord,"[""Water""]"
322,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,Numel,"[""Fire"",""Ground""]"
323,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,Camerupt,"[""Fire"",""Ground""]"
323,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Camerupt Mega Camerupt,"[""Fire"",""Ground""]"
324,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Torkoal,"[""Fire""]"
325,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,Spoink,"[""Psychic""]"
326,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,Grumpig,"[""Psychic""]"
327,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,Spinda,"[""Normal""]"
328,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Trapinch,"[""Ground""]"
329,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Vibrava,"[""Ground"",""Dragon""]"
330,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Flygon,"[""Ground"",""Dragon""]"
331,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,Cacnea,"[""Grass""]"
332,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,Cacturne,"[""Grass"",""Dark""]"
333,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Swablu,"[""Normal"",""Flying""]"
334,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,Altaria,"[""Dragon"",""Flying""]"
334,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Altaria Mega Altaria,"[""Dragon"",""Fairy""]"
335,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,Zangoose,"[""Normal""]"
336,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,Seviper,"[""Poison""]"
337,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Lunatone,"[""Rock"",""Psychic""]"
338,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Solrock,"[""Rock"",""Psychic""]"
339,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Barboach,"[""Water"",""Ground""]"
340,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Whiscash,"[""Water"",""Ground""]"
341,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Corphish,"[""Water""]"
342,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Crawdaunt,"[""Water"",""Dark""]"
343,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Baltoy,"[""Ground"",""Psychic""]"
344,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Claydol,"[""Ground"",""Psychic""]"
345,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Lileep,"[""Rock"",""Grass""]"
346,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,Cradily,"[""Rock"",""Grass""]"
347,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Anorith,"[""Rock"",""Bug""]"
348,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Armaldo,"[""Rock"",""Bug""]"
349,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Feebas,"[""Water""]"
350,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,Milotic,"[""Water""]"
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,"[""Normal""]"
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform Sunny Form,"[""Fire""]"
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform Rainy Form,"[""Water""]"
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform Snowy Form,"[""Ice""]"
352,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,Kecleon,"[""Normal""]"
353,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,Shuppet,"[""Ghost""]"
354,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,Banette,"[""Ghost""]"
354,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banette Mega Banette,"[""Ghost""]"
355,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Duskull,"[""Ghost""]"
356,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Dusclops,"[""Ghost""]"
357,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,Tropius,"[""Grass"",""Flying""]"
358,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,Chimecho,"[""Psychic""]"
359,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Absol,"[""Dark""]"
359,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Absol Mega Absol,"[""Dark""]"
360,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,Wynaut,"[""Psychic""]"
361,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Snorunt,"[""Ice""]"
362,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Glalie,"[""Ice""]"
362,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Glalie Mega Glalie,"[""Ice""]"
363,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Spheal,"[""Ice"",""Water""]"
364,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Sealeo,"[""Ice"",""Water""]"
365,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Walrein,"[""Ice"",""Water""]"
366,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,Clamperl,"[""Water""]"
367,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,Huntail,"[""Water""]"
368,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,Gorebyss,"[""Water""]"
369,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Relicanth,"[""Water"",""Rock""]"
370,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,Luvdisc,"[""Water""]"
371,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Bagon,"[""Dragon""]"
372,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Shelgon,"[""Dragon""]"
373,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,Salamence,"[""Dragon"",""Flying""]"
373,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Salamence Mega Salamence,"[""Dragon"",""Flying""]"
374,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Beldum,"[""Steel"",""Psychic""]"
375,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Metang,"[""Steel"",""Psychic""]"
376,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Metagross,"[""Steel"",""Psychic""]"
376,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Metagross Mega Metagross,"[""Steel"",""Psychic""]"
377,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,Regirock,"[""Rock""]"
378,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,Regice,"[""Ice""]"
379,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,Registeel,"[""Steel""]"
380,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,Latias,"[""Dragon"",""Psychic""]"
380,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,Latias Mega Latias,"[""Dragon"",""Psychic""]"
381,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,Latios,"[""Dragon"",""Psychic""]"
381,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,Latios Mega Latios,"[""Dragon"",""Psychic""]"
382,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,Kyogre,"[""Water""]"
382,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,Kyogre Primal Kyogre,"[""Water""]"
383,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,Groudon,"[""Ground""]"
383,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,Groudon Primal Groudon,"[""Ground"",""Fire""]"
384,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,Rayquaza,"[""Dragon"",""Flying""]"
384,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,Rayquaza Mega Rayquaza,"[""Dragon"",""Flying""]"
385,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,Jirachi,"[""Steel"",""Psychic""]"
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,Deoxys Normal Forme,"[""Psychic""]"
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,Deoxys Attack Forme,"[""Psychic""]"
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,Deoxys Defense Forme,"[""Psychic""]"
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,Deoxys Speed Forme,"[""Psychic""]"
387,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,Turtwig,"[""Grass""]"
388,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,Grotle,"[""Grass""]"
389,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,Torterra,"[""Grass"",""Ground""]"
390,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,Chimchar,"[""Fire""]"
391,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,Monferno,"[""Fire"",""Fighting""]"
392,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,Infernape,"[""Fire"",""Fighting""]"
393,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,Piplup,"[""Water""]"
394,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,Prinplup,"[""Water""]"
395,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,Empoleon,"[""Water"",""Steel""]"
396,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,Starly,"[""Normal"",""Flying""]"
397,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,Staravia,"[""Normal"",""Flying""]"
398,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,Staraptor,"[""Normal"",""Flying""]"
399,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,Bidoof,"[""Normal""]"
400,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,Bibarel,"[""Normal"",""Water""]"
401,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,Kricketot,"[""Bug""]"
402,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,Kricketune,"[""Bug""]"
403,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,Shinx,"[""Electric""]"
404,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,Luxio,"[""Electric""]"
405,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,Luxray,"[""Electric""]"
406,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,Budew,"[""Grass"",""Poison""]"
407,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,Roserade,"[""Grass"",""Poison""]"
408,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,Cranidos,"[""Rock""]"
409,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,Rampardos,"[""Rock""]"
410,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,Shieldon,"[""Rock"",""Steel""]"
411,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,Bastiodon,"[""Rock"",""Steel""]"
412,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png,Burmy Plant Cloak,"[""Bug""]"
412,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png,Burmy Sandy Cloak,"[""Bug""]"
412,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png,Burmy Trash Cloak,"[""Bug""]"
